tweet,cleaned_text,class,label,token_count
"RT @m_amrhein: Luckily for my friends I'm a yellow belt in karate, which is unfortunate for the bonner dudes #lookout",rt luckily friend im yellow belt karate unfortunate bonner dude,2,0,10
"RT @m_stew4: Lol why they tryna make mimi out 2 b this bad bitch? She is sooooo weak it makes me mad, and she fucks like a 6th grader &#128553;&#128514;",rt lol tryna make mimi b bad bitch sooooo weak make mad fuck like th grader,1,1,16
RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,rt jackie weird like bitch hang ppl ya age,1,1,9
RT @maNIJEEtwa_: you can ride for a nigga ya whole life new pussy fuck it up in one night,rt ride nigga ya whole life new pussy fuck one night,1,1,11
RT @maarycatherinee: @ken_dawqq bitch please i dont even make my own food &#9995;,rt bitch please dont even make food,1,1,7
"RT @mabelsay: Hoes be calling hoes, hoes, when they know they just as much of a hoe as the other hoe they calling a hoe.",rt hoe calling hoe hoe know much hoe hoe calling hoe,1,1,11
RT @mabelsay: Myspace: Died a couple of years ago. Facebook: In the hospital. Twitter: At the strip club throwing ones at the big booty hoe&#8230;,rt myspace died couple year ago facebook hospital twitter strip club throwing one big booty hoe,1,1,16
"RT @mabelsay: Ratchet bitches be like ""my name is Shaniqua assSofatHairSoReal brown get *claps* it *claps* right *claps*""",rt ratchet bitch like name shaniqua asssofathairsoreal brown get clap clap right clap,1,1,13
"RT @maccabeez: ""youre becoming a real bitch on this car ride."" - john on me not caring whether or not fountains of Wayne makes money on tour",rt youre becoming real bitch car ride john caring whether fountain wayne make money tour,1,1,15
RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;,rt tbt tried french outfit freshman cover shoot high fuck weed brownie,1,1,12
"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;",rt hoe stay mad keep em hot guess got fever,1,1,10
RT @macklemore: I feel bad for all the homies that suffer from canker sores on the reg. those bitches hinder the spirit,rt feel bad homies suffer canker sore reg bitch hinder spirit,1,1,11
"RT @macktology101: ""Hehe"" hoe quotes",rt hehe hoe quote,1,1,4
"RT @macktology101: ""I need a guy that can put me in my place"" bitches that think they're zoo animals",rt need guy put place bitch think theyre zoo animal,1,1,10
RT @macktology101: Every girl goes thru her hoe phase her freshman year in college,rt every girl go thru hoe phase freshman year college,1,1,10
"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes",rt nigga got girl fuck asking girl text youhoes man hoe,1,1,11
RT @macktology101: You hoes getting outta hand http://t.co/jZ2WRvaXaI,rt hoe getting outta hand,1,1,5
RT @macktology101: You women are not wild animals...(well some) you can control your own attitude and put yourself in place u dumb bitch,rt woman wild animalswell control attitude put place u dumb bitch,1,1,11
RT @maddiedelahouss: It's Britney bitch. https://t.co/NafXa8PDpa,rt britney bitch,1,1,3
RT @madi_judkins: When you look like trash and someone compliments you http://t.co/FzuXlPCMpV,rt look like trash someone compliment,2,0,6
RT @madisonbeck143: bitch you guessed it!,rt bitch guessed,1,1,3
RT @madstatic414: @SauleWright @GQ_Blu Lana......it ain't nuttin' ta fuck that bitch dawg! #FROHorsemen,rt lanait aint nuttin ta fuck bitch dawg,1,1,8
RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi,rt duckburgh,2,0,2
RT @mahxnesthot: twinkle twinkle little star I fucked your bitch and stole your car,rt twinkle twinkle little star fucked bitch stole car,1,1,9
RT @makamj_: bitch nigga qualities is all you can provide. &#128514;,rt bitch nigga quality provide,1,1,5
"RT @makenzies_mask: Yo bitch, what cho name bitch? I wanna fuck ya bitch. -Jacey (the things she says to me doe) @__0utcast___ #bff #baby #&#8230;",rt yo bitch cho name bitch wanna fuck ya bitch jacey thing say doe,1,1,14
RT @manchild1077: Oreo Speedwagon #FatBands,rt oreo speedwagon,2,0,3
RT @mandylea25: I've talked too much trash for OU to lose today..,rt ive talked much trash ou lose today,2,0,8
RT @marissaaxoo: You're a cunt. Screen shot that,rt youre cunt screen shot,1,1,5
"RT @markhoppus: Yes, yes I know all about the FOB reconciliation. IT WAS MY IDEA! You're welcome.",rt yes yes know fob reconciliation idea youre welcome,2,0,9
RT @markiiejay: You got niggas &amp; i got bitches,rt got nigga amp got bitch,0,1,6
"RT @marksidaway: Last time #xfactor auditions came to Dublin, I auditioned @MaryByrneMusic and @NiallOfficial. And a man in a blue monkey s&#8230;",rt last time audition came dublin auditioned man blue monkey,2,0,10
RT @marleylowkey_: &#8220;@_100D: All These hoes sooo average &#128553;&#128533;&#8221; of course,rt hoe sooo average course,1,1,5
"RT @marrybel_: maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing, &#8230;",rt maybe yall hoe as nigga start considering girl feeling shiii think nigga youre,1,1,14
RT @marsrader: The incredible scales of celestial bodies. http://t.co/NZV80jRmiG,rt incredible scale celestial body,2,0,5
RT @marthayabish_: that's the type of bitch that I hate,rt thats type bitch hate,1,1,5
RT @marvelmaliks: @1D_NIPPLES_ you little stupid ass bitch i aint fucking with you,rt little stupid as bitch aint fucking,1,1,7
"RT @marylene58: ""@GoalieBill328: @sarobards @Julesofthesmile @NeliusPamela @PubliusScion yes she is ghetto bitch"" http://t.co/jIxWXEXNIe",rt yes ghetto bitch,1,1,4
"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S",rt shes one ugliest woman ive ever seen cross reptile crow,0,1,11
RT @mathewsjw: Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq&#160; http://t.co/auFmcZ01Y3,rt muslim jihadi fighter book ticket cruise ship syria iraq,2,0,10
RT @matt_sliwinski: Fuck @CARefree_liviin she's a basic bitch,rt fuck shes basic bitch,1,1,5
RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill,rt ex told wanted get gift would take breath away got bitch treadmill,1,1,13
RT @mavkus__: @Victooreeuhhh nun fucking bitches getting money,rt nun fucking bitch getting money,1,1,6
RT @maya_hampton: @whateverduuude ily ur a bad bitch,rt ily ur bad bitch,1,1,5
RT @maya_hampton: i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,rt really get excited see bad bitch association lunch everyday always make laugh,1,1,13
RT @maycie32: @Whitecholo23 np big nig nig,rt np big nig nig,2,0,5
RT @maycie32: @Whitecholo23 ya by being your bitch;),rt ya bitch,1,1,3
RT @mayra2563: I love me some down ass bitches.,rt love as bitch,1,1,4
RT @mckayllaa: I wish I had pretty colored eyes .,rt wish pretty colored eye,2,0,5
RT @mckee_mousee: &#8220;@itsDorry: r u african because ur a frican bitch&#8221;,rt r u african ur frican bitch,1,1,7
RT @mckenzie_mason: If you're a freshman and you've fucked 1/4 of the boys in the senior class.. You're a hoe. #NotCute,rt youre freshman youve fucked boy senior class youre hoe,1,1,10
"RT @mckinley719: ""@wizkhalifa: Pretty bitches rep Taylor Gang"" #Hollah lmfaoo",rt pretty bitch rep taylor gang lmfaoo,1,1,7
RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh,rt like bitch already know answer bri,1,1,7
RT @mckooley: shimmy shimmy ya bitch,rt shimmy shimmy ya bitch,1,1,5
"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",rt girl guy mom dad im butch dyke,0,1,8
RT @mediacrooks: I believe the time for uncouth/uncivilised people to be sentenced to death for racial slurs/attacks against NE citizens...,rt believe time uncouthuncivilised people sentenced death racial slursattacks ne citizen,1,1,11
RT @mediacrooks: Only an extreme lowlife bitches abt her juniors in public @SagarikaGhose .. Rajdeep Reveals His Ugly Character In NY http:&#8230;,rt extreme lowlife bitch abt junior public rajdeep reveals ugly character ny,1,1,12
RT @mediacrooks: Report what u want. But physically chasing/hounding is uncivilised.. @AdityaRajKaul ..Also in case of Bansal/Gadkari @anil&#8230;,rt report u want physically chasinghounding uncivilised also case bansalgadkari,2,0,10
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",rt claim hoe dont exist us hoe name,1,1,8
RT @meldigio: Y'all look fucking retarded with y'alls pants down to your ankles.,rt yall look fucking retarded yalls pant ankle,1,1,8
RT @memethagreat_: When you know you dealing with hoe &#128583;,rt know dealing hoe,1,1,4
"RT @metroadlib: Amanda wants Fizz to protect her.
This dude told yo ass on MULTIPLE occasions to let this bitch be.",rt amanda want fizz protect dude told yo as multiple occasion let bitch,1,1,13
"RT @metroadlib: don't ever be afraid to double bitch down.
ppl always expect you to be like, ""i'm sorry if i got loud."" or, ""i'm sorry to s&#8230;",rt dont ever afraid double bitch ppl always expect like im sorry got loud im sorry,1,1,16
"RT @metroadlib: i thank every broad in the universe who takes that step forward &amp;puts colored contacts in her eyes.
that's one less person &#8230;",rt thank every broad universe take step forward ampputs colored contact eye thats one less person,2,0,16
RT @mgeminiquotes: #Gemini gets irritated by jealous bitches.,rt get irritated jealous bitch,1,1,5
RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;,rt come yankee let keep game going must win,2,0,9
RT @michael4h2o: An #Ohio inmate sums up what #LeBronJames' return means for #Cleveland: http://t.co/a68mtZQOeL http://t.co/bMrzFWstVA #Leb&#8230;,rt inmate sum return mean,2,0,5
RT @michaeljhudson: hell yeah benihana up in this bitch http://t.co/n9vwx4r9yn,rt hell yeah benihana bitch,1,1,5
"RT @michaeljhudson: you called me a pussy, tough guy? let's see how Tegan *kisses right bicep* and Sara *kisses left bicep* feel about that&#8230;",rt called pussy tough guy let see tegan kiss right bicep sara kiss left bicep feel,1,1,16
"RT @michaelpshipley: Martin Short On - CONAN - Oct 3, 2014

""With your yellow skin and red hair you look like a #2 pencil.""

https://t.co/U&#8230;",rt martin short conan oct yellow skin red hair look like pencil,2,0,12
"RT @micheleod1: #FlipTheSenate on the most corrupt administration EVER!
#ChicagoPolitics in the WH &amp; Harry Reid is his bitch. http://t.co/x&#8230;",rt corrupt administration ever wh amp harry reid bitch,1,1,9
RT @michelle_westt: Y'all have six different personalities and 3 different bitches you spit game to and lie 24/7 but WE need to grow up? Lm&#8230;,rt yall six different personality different bitch spit game lie need grow lm,1,1,13
"RT @michellemalkin: Good morning to you, too, sunshine! RT @miembrotropa: @michellemalkin dirty bitch",rt good morning sunshine rt dirty bitch,1,1,7
RT @michellemalkin: In which I refresh dhimmi Seattle mayor Ed Murray's poor memory of city's long history as a jihadi breeding ground==&gt; h&#8230;,rt refresh dhimmi seattle mayor ed murray poor memory city long history jihadi breeding groundgt h,2,0,16
RT @michellemalkin: Mass. GOP Gov.-elect Charlie Baker: No driver's licenses for illegal aliens ==&gt; http://t.co/3vkLYmJWjS #NoAmnesty,rt mass gop govelect charlie baker driver license illegal alien gt,2,0,11
RT @miilkkk: All these forms and bitch you still don't get what I'm saiyan http://t.co/FgwRoG4TPu,rt form bitch still dont get im saiyan,1,1,8
RT @miilkkk: Cuz bitches love pizza http://t.co/0TkuM7Lh1F,rt cuz bitch love pizza,1,1,5
RT @miilkkk: When Lil Wayne said 'why give a bitch ya heart when she rather have a purse' http://t.co/BPbIbKat3x,rt lil wayne said give bitch ya heart rather purse,1,1,10
"RT @miilkkk: bitches came over, yeah we threw a party http://t.co/t0wnbyvLrZ",rt bitch came yeah threw party,1,1,6
RT @mikcakers: But then again i aint never worried bout no bitch nor nigga !!,rt aint never worried bout bitch nigga,1,1,7
RT @mikeimbriano: @briiixo Donnas taxes are gonna go up.#moulinyan#lol.,rt donna tax gonna go,2,0,5
"RT @mikie360: It's paid for, only 30K miles, and the bitches ALWAYS have my money. &#128181;&#128181;&#128109;&#128563; http://t.co/7pqS8A2zLT",rt paid k mile bitch always money,1,1,7
"RT @milesfan79: #fridayfaves RT @OneBillionBucks This bitch is dressed for church, the club, the gym, and to slay vampires &#128514; http://t.co/l7&#8230;",rt rt bitch dressed church club gym slay vampire,1,1,9
"RT @milesfan79: realest tweet i seen today RT @SoopSoo: &#8230;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go",rt realest tweet seen today rt dyke bitch rehab hoesand im healedback dick go,0,1,14
RT @mimi_rillo These bitches @virginiayumyum @ Fine Fare Supermarket http://t.co/kimIKVi0,rt bitch fine fare supermarket,1,1,5
"RT @mindofamadd: &#8220;@MelilliTay: If you call my mom a bitch, your getting knocked out.&#8221;on mamas &#128076;",rt call mom bitch getting knocked outon mama,1,1,8
"RT @minhazmerchant: Sonia never criticises Kejriwal. Kejriwal, who trashes every other leader, never criticises Sonia. Touching.",rt sonia never criticises kejriwal kejriwal trash every leader never criticises sonia touching,2,0,13
RT @mirah_101: I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&#128517;,rt think im addicted naked picture sitting taking bout bitch almost,1,1,11
RT @mirah_101: i look at EVERY bitch ass that walk past me !,rt look every bitch as walk past,1,1,7
"RT @mirijuana__: &#8220;@1BookieG: Hoes always say they a ""rider"" bitch stfu and ride this dick&#8221; lmaoooooooooooooooooooo &#128557;",rt hoe always say rider bitch stfu ride dick lmaoooooooooooooooooooo,1,1,10
"RT @misskaee__: ""@MrDavidRoss: How do you cheat on this ? &#128530;&#128564; http://t.co/wOgXy8wjIW""

She's just like any other female with a pussy so who &#8230;",rt cheat shes like female pussy,1,1,6
"RT @missknf: If your pussy was a book , I'd read up on it",rt pussy book id read,1,1,5
RT @missloloko: I see y'all &#128514;&#128514;&#128514;&#128514;&#128514;&#128064;&#128064; which one of y'all side bitches made this &#128557;&#128557;&#128128;&#128128;&#128128; http://t.co/p4JodaM2fm,rt see yall one yall side bitch made,1,1,8
RT @missmollylo: Charlie wears women's clothing,rt charlie wear womens clothing,2,0,5
"RT @misstannaebaby: Niggas all about sex now days. Unlike you bitches, i jus want somebody who gone better me as a young women&#58400;",rt nigga sex day unlike bitch jus want somebody gone better young woman,1,1,13
"RT @missyantzah: You can do anything you want in life, just don't be a fucking bitch",rt anything want life dont fucking bitch,1,1,7
"RT @mitch77c: Whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. Lil salt Lil peppa lil A1, Lil barbeeequeee @Ueon&#8230;",rt whatchu know bout livin ghetto eating cottage cheese time day lil salt lil peppa lil lil barbeeequeee,1,1,18
RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;,rt straight guy take picture naked hot tunwhat fag,0,1,9
"RT @mitchsunderland: Ezra Miller, an openly queer male, is playing the Flash, making him the first openly queer male to play a lead superhe&#8230;",rt ezra miller openly queer male playing flash making first openly queer male play lead superhe,1,1,16
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,rt point every voter florida voted charlie crist,2,0,8
RT @mitrykizer: Sack number 3 for Trent Cole fuckin that bitch up,rt sack number trent cole fuckin bitch,1,1,7
RT @mjr_success: Me &amp; Wes in this bitch dead,rt amp wes bitch dead,1,1,5
RT @mjxcx: Teachers trying to pronounce ghetto names on the 1st day of school.... https://t.co/8CjuAVL3Ct,rt teacher trying pronounce ghetto name st day school,2,0,9
RT @mlbtraderumors: Offseason Outlook: New York&#160;Yankees http://t.co/6DtDxdI6ul,rt offseason outlook new yorkyankees,2,0,5
RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you,rt fuck gpa bitch im lot smarter,1,1,7
"RT @mobilesuitwaifu: Like these bitches that have green eyed curly haired kids on their IG talking about ""my future child""",rt like bitch green eyed curly haired kid ig talking future child,1,1,12
RT @mommajjojo: When they said lifes a bitch.. They really meant it.,rt said life bitch really meant,1,1,6
"RT @moneychaserr_: ""@vintage_monroe_: &#8220;@PussyBeezus_: Kim always being nasty. 
Pussy hungry bitch &#128514;&#8221;look at me never hungry http://t.co/zRN&#8230;",rt kim always nasty pussy hungry bitch look never hungry,1,1,10
RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3,rt musty pussy maggot bitch tryna lick sac rich fuckemx,1,1,10
RT @monnetteee: If you like After Romeo chances are I think you're a faggot.,rt like romeo chance think youre faggot,0,1,7
RT @monogrammedprep: God is a Yankees fan. #FarewellCaptain,rt god yankee fan,2,0,4
"RT @moose_chocolate: As grandma used to say, ""stop being a whiny little bitch and eat the fucking gluten"".",rt grandma used say stop whiny little bitch eat fucking gluten,1,1,11
RT @moosedaugherty: Free bird!!!,rt free bird,2,0,3
"RT @morganx3blowin: I fucked your bitch , &#128523;&#128527; how you feel?",rt fucked bitch feel,1,1,4
RT @morningmoneyben: This image of Peshmerga giving the heave-ho to an ISIS flag really brightened my Friday. Kick their sorry butts!! http&#8230;,rt image peshmerga giving heaveho isi flag really brightened friday kick sorry butt,2,0,13
RT @most_DUEP: I occasionally go to play flappy bird and then I die before getting one and remember how much I hate it.,rt occasionally go play flappy bird die getting one remember much hate,2,0,12
"RT @mpoindc: Wow, Henry Waxman gets caught in a CLASSIC Charlie LeDuff segment after Charlie comes to DC for today's GM hearing: http://t.c&#8230;",rt wow henry waxman get caught classic charlie leduff segment charlie come dc today gm hearing,2,0,16
RT @mrtruthandsoul: All I'm sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain &#8230;,rt im sayin u bitch would hookup wit tha headless horseman cuz u think badass n shit u complain,1,1,19
"RT @mtchll: Rock out with your cock out
Jam out with your clam out",rt rock cock jam clam,1,1,5
RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,rt poll florida governor rick scott leading charlie crist five point,2,0,11
RT @murdcr: @sorryimalex @dollskill buy the girl stuff you twink ass bitch,rt buy girl stuff twink as bitch,1,1,7
"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;",rt hun im quitting job going learn become psychic know youre thinking well yet im going,2,0,16
"RT @murrman5: you up, Charlie Brown?",rt charlie brown,2,0,3
RT @musedbymusic: Thanks to @TonyJRodriguez I have learned way more than I ever wanted to know about birds...,rt thanks learned way ever wanted know bird,2,0,8
RT @mwootey420: Chael P suplexin motherfuckers on their domes and shit,rt chael p suplexin motherfucker dome shit,1,1,7
"RT @mykvh: bitches be like ""if you come over were not fucking"" but it happened &amp; she shaved bitch knew wassup &#128514;",rt bitch like come fucking happened amp shaved bitch knew wassup,1,1,11
RT @mzkiccz: I don't tell bitches I show bitches&#128524;&#128133;,rt dont tell bitch show bitch,1,1,6
"RT @n1irving: &#9749;&#128056; this isn't tea anymore ""@ChickenColeman: How do bitches ""Peep everything"" but still getting cheated on something not addin&#8230;",rt isnt tea anymore bitch peep everything still getting cheated something addin,1,1,12
"RT @nandotrash: Tell a girl to ""calm down"" she'll act like you just kicked her in the pussy",rt tell girl calm shell act like kicked pussy,1,1,9
RT @natal_mendoz: Whore slut cunt bitch nigga,rt whore slut cunt bitch nigga,0,1,6
RT @natalie_vasquez: Fucking hate ignorant ass bitches,rt fucking hate ignorant as bitch,1,1,6
RT @natalielynnn_: Why give a bitch an inch when she rather have nine,rt give bitch inch rather nine,1,1,6
"RT @natedavvg: grab her booty in front of niggas that want her

grab her booty in front of bitches that want you",rt grab booty front nigga want grab booty front bitch want,1,1,11
RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,rt left prom camping first day cause youre bitch boy,1,1,10
"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;",rt hey jig even democrat dems raci,2,0,7
RT @nebuladallas: i still live with hope that one day a hot rich boy will fall in love with me even though im trash,rt still live hope one day hot rich boy fall love even though im trash,2,0,15
RT @neeshhuh: @Mariah7147 @Vontey_isa_boss it's knives bitch,rt knife bitch,1,1,3
RT @neiltyson: Just to settle it once and for all: Which came first the Chicken or the Egg? The Egg -- laid by a bird that was not a Chicken,rt settle came first chicken egg egg laid bird chicken,2,0,10
RT @neni_loves: Jk I'm above the Influence guys &#128524;&#128591; I'm a graduated D.A.R.E ass bitch &#128524;,rt jk im influence guy im graduated dare as bitch,1,1,10
RT @nerdkiller669: @ShinSnipes did u steal those glasses haha stupid nigger,rt u steal glass haha stupid nigger,1,1,7
RT @nerdreign: This isn't some privilege to be thrown around all willy-nilly. You've gotta earn the right to call me a bitch.,rt isnt privilege thrown around willynilly youve gotta earn right call bitch,1,1,12
RT @netanyahu: PM: Last night this incitement was translated into the murder of a father traveling w/his family to celebrate the first nig&#8230;,rt pm last night incitement translated murder father traveling whis family celebrate first nig,1,1,14
RT @netflix: Here's your first look at Charlie Cox as Matt Murdock in #Marvel's @Daredevil on #Netflix #NYCC http://t.co/SIYuCgok8J,rt here first look charlie cox matt murdock,2,0,8
"RT @neverknownfacts: A person needs just three things to be truly happy in the world: someone to love, something to do, and something to ho&#8230;",rt person need three thing truly happy world someone love something something ho,2,0,13
RT @newnewgotbandz: Look at yall bitches for the child support keep getting pregnant ass bitches,rt look yall bitch child support keep getting pregnant as bitch,1,1,11
RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9,rt hoe feel like photo didnt get enough favorite,1,1,9
RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads,rt oh goodness hate chinese people fucking zipperheads,0,1,8
RT @nick_sodano: Dis bitch jus blew my high,rt dis bitch jus blew high,1,1,6
RT @nicki3pretty: Sooo many classless hoes&#8230;not enough ladies!,rt sooo many classless hoesnot enough lady,1,1,7
RT @nickleberry_fin: You know a girl is a hoe if her Instagram isn't private,rt know girl hoe instagram isnt private,1,1,7
RT @nicky0472: @rickahyatt @1visionamd who better 2 b the Manchurian candidate. Think abt it we bitch abt his policy and he screams racism.&#8230;,rt better b manchurian candidate think abt bitch abt policy scream racism,1,1,12
RT @nicoleageniie: @kenzayye is a pussy,rt pussy,1,1,2
"RT @nicoleyyrosiee: Remember in 2001 when the Yankees were in Boston and the crowd was cheering USA instead of ""Yankees suck"" I love baseba&#8230;",rt remember yankee boston crowd cheering usa instead yankee suck love baseba,2,0,12
RT @nikaaaa3: @Patt_Hoff you're secretly a Yankee fan! You'll admit it some day !,rt youre secretly yankee fan youll admit day,2,0,8
RT @nikaaaa3: Yankees winnnn!!! &#128153;,rt yankee winnnn,2,0,3
"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV",rt bae go talk hoe,1,1,5
RT @nikkiconner13: Panera with my bottom bitch @iSpeakMut,rt panera bottom bitch,1,1,4
"RT @nikkilenn: Big dreams, cause that small goal shit is for the birds.",rt big dream cause small goal shit bird,1,1,8
"RT @nikkilenn: I promise, the last thing you wanna do is be a bitch to my sister in front of me. Don't poke the lion ..",rt promise last thing wanna bitch sister front dont poke lion,1,1,11
RT @nishachante__: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co&#8230;,rt twitpic reaction find love life selling pussysold pussy backpage,1,1,10
"RT @nobeynobe: ""@Markie__Marc: https://t.co/mXGcCcahSC"" trash",rt trash,2,0,2
RT @noblockheads: CEO tells Daily Show &#8216;mentally retarded&#8217; could work for $2: &#8216;You&#8217;re worth what you&#8217;re worth&#8217; http://t.co/IdivWBjqPA,rt ceo tell daily show mentally retarded could work youre worth youre worth,1,1,13
RT @nofuks007: Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!,rt shout bitch dont dress half naked get man attention stay classy,1,1,12
"RT @nogoodmichael: if ur mine, its obvious people are gna hit on u cause ur obviously attractive. but if u flirt back its a problem bitch",rt ur mine obvious people gna hit u cause ur obviously attractive u flirt back problem bitch,1,1,17
"RT @noobde: I'm rich, bitch. http://t.co/sPLd2zIBLe",rt im rich bitch,1,1,4
RT @northphilliest: &#128514;&#128514;&#128514; RT @curbyourhoe: AO got bitches at home scrolling IG like ... http://t.co/MMaeo2gwES,rt rt ao got bitch home scrolling ig like,1,1,9
"RT @northsidegreg: My favorite @OpieRadio line so far has to be ""being blind must suck, because you can't ever be an asshole."" Made me ""ho&#8230;",rt favorite line far blind must suck cant ever asshole made ho,1,1,12
RT @nostalgic_mike: Aw y'all some hoes hating on that girl that looks like a dude &#128514;&#128557;,rt aw yall hoe hating girl look like dude,1,1,9
RT @notesforgirlz: When you see bae retweet or mention some hoe http://t.co/d4oPanpwZb,rt see bae retweet mention hoe,1,1,6
"RT @nrana777: girl logic: ""if I say bye I don't actually mean it""

then don't fucken say bye you dumb bitch.",rt girl logic say bye dont actually mean dont fucken say bye dumb bitch,1,1,14
RT @nunnie_babee: Smoke good weed with a bad bitch,rt smoke good weed bad bitch,1,1,6
"RT @nuteIla: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/2aUevEEaWN",rt wtf ling ling least calculate circumference threw as circle,1,1,10
RT @nyjets: We accept the #ALS #IceBucketChallenge from the @Patriots &amp; @JimmyFallon! We challenge the @Yankees @Mets @Seahawks- http://t.c&#8230;,rt accept amp challenge,2,0,4
RT @o_youmad: You a hoe &#8220;@VillageBae: I just thought you were cute that&#8217;s why I kissed you&#8230;&#8221;,rt hoe thought cute thats kissed,1,1,6
RT @obehi007: &#8220;@_Saaani: @obehi007 Wetin happen ?&#8221;our school will just be behaving like pussies,rt wetin happen school behaving like pussy,1,1,7
"RT @obey_jrock__: So not ready for the ""new year, new me"" tweet bullshit to come
You the same hoe you was last year
Chill the fuck out",rt ready new year new tweet bullshit come hoe last year chill fuck,1,1,13
RT @obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/y1t8CTQn4U,rt true ride die bitch,1,1,5
"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#8230;",rt stfu hoe rt im proud african american proud african american im proud white racist,0,1,15
"RT @obscurespinosa: I see people tweeting ""what if the purge comes to my city"" bitch the purge ain't no tour",rt see people tweeting purge come city bitch purge aint tour,1,1,11
RT @occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal,rt ann coulter admits fox news america negro problem,0,1,9
RT @ochocinco: If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,rt girl didnt camp overnight buy iphone pee pee trash,2,0,10
RT @ockfromdablock: I'd go crazy if these animals like them grabbed my mama like that. I ain't going out like no bitch&#128548; http://t.co/sulNMnC&#8230;,rt id go crazy animal like grabbed mama like aint going like bitch,1,1,13
"RT @oddfuckingtaco: ""If I was a girl like that u would probably eat my pussy"" - Jasper",rt girl like u would probably eat pussy jasper,1,1,9
RT @oddfuckingtaco: Damn I hate a bitch that like to argue and shit,rt damn hate bitch like argue shit,1,1,7
RT @oddfuckingtaco: https://t.co/nkCXCZwrXa my nigga really tried to save his bitch lol,rt nigga really tried save bitch lol,1,1,7
RT @odotkay: Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p&#8230;,rt mother day n min yall bitch picked yall kid yo mama house u hr custody n instagram p,1,1,19
"RT @officialbskip: I want a crazy bitch, they be loyal af &#128553;",rt want crazy bitch loyal af,1,1,6
RT @officialmckell: &amp; ima eat that pussy all filthy &#128525;,rt amp ima eat pussy filthy,1,1,6
RT @ogkaykay_: y'all hoes so annoying &#128530;,rt yall hoe annoying,1,1,4
RT @ogkels_: brought to you by bad bitches and good weed,rt brought bad bitch good weed,1,1,6
"RT @oh_sh1t: Damn, I got bitches *kanye voice*",rt damn got bitch kanye voice,1,1,6
